number,name,FIPS,Cancer
724,"indiana,pike",18125.0,
725,"indiana,porter",18127.0,3.0
726,"indiana,posey",18129.0,5.0
727,"indiana,pulaski",18131.0,5.0
728,"indiana,putnam",18133.0,5.0
729,"indiana,randolph",18135.0,3.0
730,"indiana,ripley",18137.0,5.0
731,"indiana,rush",18139.0,5.0
732,"indiana,st joseph",18141.0,3.0
733,"indiana,scott",18143.0,5.0
734,"indiana,shelby",18145.0,4.0
735,"indiana,spencer",18147.0,3.0
736,"indiana,starke",18149.0,5.0
737,"indiana,steuben",18151.0,3.0
738,"indiana,sullivan",18153.0,5.0
739,"indiana,switzerland",18155.0,5.0
740,"indiana,tippecanoe",18157.0,2.0
741,"indiana,tipton",18159.0,5.0
742,"indiana,union",18161.0,5.0
743,"indiana,vanderburgh",18163.0,5.0
744,"indiana,vermillion",18165.0,5.0
745,"indiana,vigo",18167.0,4.0
746,"indiana,wabash",18169.0,3.0
747,"indiana,warren",18171.0,2.0
748,"indiana,warrick",18173.0,3.0
749,"indiana,washington",18175.0,5.0
750,"indiana,wayne",18177.0,4.0
751,"indiana,wells",18179.0,3.0
752,"indiana,white",18181.0,5.0
753,"indiana,whitley",18183.0,3.0
754,"iowa,adair",19001.0,
755,"iowa,adams",19003.0,
756,"iowa,allamakee",19005.0,1.0
757,"iowa,appanoose",19007.0,4.0
758,"iowa,audubon",19009.0,1.0
759,"iowa,benton",19011.0,3.0
760,"iowa,black hawk",19013.0,3.0
761,"iowa,boone",19015.0,4.0
762,"iowa,bremer",19017.0,1.0
763,"iowa,buchanan",19019.0,2.0
764,"iowa,buena vista",19021.0,1.0
765,"iowa,butler",19023.0,
766,"iowa,calhoun",19025.0,3.0
767,"iowa,carroll",19027.0,2.0
768,"iowa,cass",19029.0,3.0
769,"iowa,cedar",19031.0,2.0
770,"iowa,cerro gordo",19033.0,2.0
771,"iowa,cherokee",19035.0,
772,"iowa,chickasaw",19037.0,2.0
773,"iowa,clarke",19039.0,
774,"iowa,clay",19041.0,2.0
775,"iowa,clayton",19043.0,1.0
776,"iowa,clinton",19045.0,3.0
777,"iowa,crawford",19047.0,1.0
778,"iowa,dallas",19049.0,1.0
779,"iowa,davis",19051.0,3.0
780,"iowa,decatur",19053.0,1.0
781,"iowa,delaware",19055.0,1.0
782,"iowa,des moines",19057.0,3.0
783,"iowa,dickinson",19059.0,1.0
784,"iowa,dubuque",19061.0,2.0
785,"iowa,emmet",19063.0,3.0
786,"iowa,fayette",19065.0,2.0
787,"iowa,floyd",19067.0,2.0
788,"iowa,franklin",19069.0,
789,"iowa,fremont",19071.0,
790,"iowa,greene",19073.0,
791,"iowa,grundy",19075.0,
792,"iowa,guthrie",19077.0,2.0
793,"iowa,hamilton",19079.0,3.0
794,"iowa,hancock",19081.0,1.0
795,"iowa,hardin",19083.0,2.0
796,"iowa,harrison",19085.0,3.0
797,"iowa,henry",19087.0,4.0
798,"iowa,howard",19089.0,
799,"iowa,humboldt",19091.0,
800,"iowa,ida",19093.0,
801,"iowa,iowa",19095.0,1.0
802,"iowa,jackson",19097.0,2.0
803,"iowa,jasper",19099.0,3.0
804,"iowa,jefferson",19101.0,1.0
805,"iowa,johnson",19103.0,1.0
806,"iowa,jones",19105.0,
807,"iowa,keokuk",19107.0,
808,"iowa,kossuth",19109.0,1.0
809,"iowa,lee",19111.0,3.0
810,"iowa,linn",19113.0,3.0
811,"iowa,louisa",19115.0,
812,"iowa,lucas",19117.0,
813,"iowa,lyon",19119.0,1.0
814,"iowa,madison",19121.0,1.0
815,"iowa,mahaska",19123.0,3.0
816,"iowa,marion",19125.0,2.0
817,"iowa,marshall",19127.0,2.0
818,"iowa,mills",19129.0,
819,"iowa,mitchell",19131.0,
820,"iowa,monona",19133.0,3.0
821,"iowa,monroe",19135.0,2.0
822,"iowa,montgomery",19137.0,4.0
823,"iowa,muscatine",19139.0,2.0
824,"iowa,obrien",19141.0,
825,"iowa,osceola",19143.0,
826,"iowa,page",19145.0,3.0
827,"iowa,palo alto",19147.0,
828,"iowa,plymouth",19149.0,2.0
829,"iowa,pocahontas",19151.0,1.0
830,"iowa,polk",19153.0,3.0
831,"iowa,pottawattamie",19155.0,4.0
832,"iowa,poweshiek",19157.0,1.0
833,"iowa,ringgold",19159.0,
834,"iowa,sac",19161.0,
835,"iowa,scott",19163.0,3.0
836,"iowa,shelby",19165.0,2.0
837,"iowa,sioux",19167.0,1.0
838,"iowa,story",19169.0,1.0
839,"iowa,tama",19171.0,2.0
840,"iowa,taylor",19173.0,
841,"iowa,union",19175.0,
842,"iowa,van buren",19177.0,
843,"iowa,wapello",19179.0,3.0
844,"iowa,warren",19181.0,3.0
845,"iowa,washington",19183.0,1.0
846,"iowa,wayne",19185.0,
847,"iowa,webster",19187.0,3.0
848,"iowa,winnebago",19189.0,
849,"iowa,winneshiek",19191.0,1.0
850,"iowa,woodbury",19193.0,3.0
851,"iowa,worth",19195.0,
852,"iowa,wright",19197.0,1.0
853,"kansas,allen",20001.0,3.0
854,"kansas,anderson",20003.0,1.0
855,"kansas,atchison",20005.0,4.0
856,"kansas,barber",20007.0,1.0
857,"kansas,barton",20009.0,1.0
858,"kansas,bourbon",20011.0,3.0
859,"kansas,brown",20013.0,2.0
860,"kansas,butler",20015.0,3.0
861,"kansas,chase",20017.0,
862,"kansas,chautauqua",20019.0,
863,"kansas,cherokee",20021.0,4.0
864,"kansas,cheyenne",20023.0,
865,"kansas,clark",20025.0,
866,"kansas,clay",20027.0,2.0
867,"kansas,cloud",20029.0,2.0
868,"kansas,coffey",20031.0,2.0
869,"kansas,comanche",20033.0,
870,"kansas,cowley",20035.0,3.0
871,"kansas,crawford",20037.0,3.0
872,"kansas,decatur",20039.0,
873,"kansas,dickinson",20041.0,2.0
874,"kansas,doniphan",20043.0,2.0
875,"kansas,douglas",20045.0,1.0
876,"kansas,edwards",20047.0,
877,"kansas,elk",20049.0,
878,"kansas,ellis",20051.0,1.0
879,"kansas,ellsworth",20053.0,1.0
880,"kansas,finney",20055.0,1.0
881,"kansas,ford",20057.0,1.0
882,"kansas,franklin",20059.0,4.0
883,"kansas,geary",20061.0,2.0
884,"kansas,gove",20063.0,
885,"kansas,graham",20065.0,
886,"kansas,grant",20067.0,1.0
887,"kansas,gray",20069.0,1.0
888,"kansas,greeley",20071.0,
889,"kansas,greenwood",20073.0,3.0
890,"kansas,hamilton",20075.0,
891,"kansas,harper",20077.0,3.0
892,"kansas,harvey",20079.0,2.0
893,"kansas,haskell",20081.0,
894,"kansas,hodgeman",20083.0,
895,"kansas,jackson",20085.0,5.0
896,"kansas,jefferson",20087.0,3.0
897,"kansas,jewell",20089.0,1.0
898,"kansas,johnson",20091.0,1.0
899,"kansas,kearny",20093.0,
900,"kansas,kingman",20095.0,1.0
901,"kansas,kiowa",20097.0,
902,"kansas,labette",20099.0,3.0
903,"kansas,lane",20101.0,
904,"kansas,leavenworth",20103.0,3.0
905,"kansas,lincoln",20105.0,
906,"kansas,linn",20107.0,3.0
907,"kansas,logan",20109.0,2.0
908,"kansas,lyon",20111.0,2.0
909,"kansas,mcpherson",20113.0,2.0
910,"kansas,marion",20115.0,1.0
911,"kansas,marshall",20117.0,1.0
912,"kansas,meade",20119.0,
913,"kansas,miami",20121.0,2.0
914,"kansas,mitchell",20123.0,2.0
915,"kansas,montgomery",20125.0,4.0
916,"kansas,morris",20127.0,
917,"kansas,morton",20129.0,
918,"kansas,nemaha",20131.0,2.0
919,"kansas,neosho",20133.0,3.0
920,"kansas,ness",20135.0,1.0
921,"kansas,norton",20137.0,1.0
922,"kansas,osage",20139.0,5.0
923,"kansas,osborne",20141.0,
924,"kansas,ottawa",20143.0,1.0
925,"kansas,pawnee",20145.0,3.0
926,"kansas,phillips",20147.0,1.0
927,"kansas,pottawatomie",20149.0,1.0
928,"kansas,pratt",20151.0,
929,"kansas,rawlins",20153.0,
930,"kansas,reno",20155.0,2.0
931,"kansas,republic",20157.0,
932,"kansas,rice",20159.0,1.0
933,"kansas,riley",20161.0,1.0
934,"kansas,rooks",20163.0,1.0
935,"kansas,rush",20165.0,
936,"kansas,russell",20167.0,1.0
937,"kansas,saline",20169.0,2.0
938,"kansas,scott",20171.0,
939,"kansas,sedgwick",20173.0,3.0
940,"kansas,seward",20175.0,1.0
941,"kansas,shawnee",20177.0,3.0
942,"kansas,sheridan",20179.0,
943,"kansas,sherman",20181.0,1.0
944,"kansas,smith",20183.0,
945,"kansas,stafford",20185.0,
946,"kansas,stanton",20187.0,
947,"kansas,stevens",20189.0,
948,"kansas,sumner",20191.0,3.0
949,"kansas,thomas",20193.0,1.0
950,"kansas,trego",20195.0,1.0
951,"kansas,wabaunsee",20197.0,2.0
952,"kansas,wallace",20199.0,
953,"kansas,washington",20201.0,
954,"kansas,wichita",20203.0,
955,"kansas,wilson",20205.0,3.0
956,"kansas,woodson",20207.0,5.0
957,"kansas,wyandotte",20209.0,5.0
958,"kentucky,adair",21001.0,5.0
959,"kentucky,allen",21003.0,5.0
960,"kentucky,anderson",21005.0,3.0
961,"kentucky,ballard",21007.0,5.0
962,"kentucky,barren",21009.0,5.0
963,"kentucky,bath",21011.0,5.0
964,"kentucky,bell",21013.0,5.0
965,"kentucky,boone",21015.0,3.0
966,"kentucky,bourbon",21017.0,
967,"kentucky,boyd",21019.0,5.0
968,"kentucky,boyle",21021.0,3.0
969,"kentucky,bracken",21023.0,5.0
970,"kentucky,breathitt",21025.0,5.0
971,"kentucky,breckinridge",21027.0,5.0
972,"kentucky,bullitt",21029.0,5.0
973,"kentucky,butler",21031.0,5.0
974,"kentucky,caldwell",21033.0,5.0
975,"kentucky,calloway",21035.0,3.0
976,"kentucky,campbell",21037.0,5.0
977,"kentucky,carlisle",21039.0,
978,"kentucky,carroll",21041.0,5.0
979,"kentucky,carter",21043.0,5.0
980,"kentucky,casey",21045.0,5.0
981,"kentucky,christian",21047.0,4.0
982,"kentucky,clark",21049.0,5.0
983,"kentucky,clay",21051.0,5.0
984,"kentucky,clinton",21053.0,5.0
985,"kentucky,crittenden",21055.0,5.0
986,"kentucky,cumberland",21057.0,5.0
987,"kentucky,daviess",21059.0,5.0
988,"kentucky,edmonson",21061.0,5.0
989,"kentucky,elliott",21063.0,5.0
990,"kentucky,estill",21065.0,5.0
991,"kentucky,fayette",21067.0,3.0
992,"kentucky,fleming",21069.0,5.0
993,"kentucky,floyd",21071.0,5.0
994,"kentucky,franklin",21073.0,4.0
995,"kentucky,fulton",21075.0,5.0
996,"kentucky,gallatin",21077.0,5.0
997,"kentucky,garrard",21079.0,5.0
998,"kentucky,grant",21081.0,5.0
999,"kentucky,graves",21083.0,5.0
1000,"kentucky,grayson",21085.0,5.0
1001,"kentucky,green",21087.0,5.0
1002,"kentucky,greenup",21089.0,5.0
1003,"kentucky,hancock",21091.0,3.0
1004,"kentucky,hardin",21093.0,5.0
1005,"kentucky,harlan",21095.0,5.0
1006,"kentucky,harrison",21097.0,
1007,"kentucky,hart",21099.0,5.0
1008,"kentucky,henderson",21101.0,5.0
1009,"kentucky,henry",21103.0,
1010,"kentucky,hickman",21105.0,5.0
1011,"kentucky,hopkins",21107.0,5.0
1012,"kentucky,jackson",21109.0,5.0
1013,"kentucky,jefferson",21111.0,5.0
1014,"kentucky,jessamine",21113.0,5.0
1015,"kentucky,johnson",21115.0,5.0
1016,"kentucky,kenton",21117.0,5.0
1017,"kentucky,knott",21119.0,5.0
1018,"kentucky,knox",21121.0,5.0
1019,"kentucky,larue",21123.0,5.0
1020,"kentucky,laurel",21125.0,5.0
1021,"kentucky,lawrence",21127.0,5.0
1022,"kentucky,lee",21129.0,5.0
1023,"kentucky,leslie",21131.0,5.0
1024,"kentucky,letcher",21133.0,5.0
1025,"kentucky,lewis",21135.0,5.0
1026,"kentucky,lincoln",21137.0,5.0
1027,"kentucky,livingston",21139.0,5.0
1028,"kentucky,logan",21141.0,5.0
1029,"kentucky,lyon",21143.0,
1030,"kentucky,mccracken",21145.0,5.0
1031,"kentucky,mccreary",21147.0,5.0
1032,"kentucky,mclean",21149.0,5.0
1033,"kentucky,madison",21151.0,4.0
1034,"kentucky,magoffin",21153.0,5.0
1035,"kentucky,marion",21155.0,5.0
1036,"kentucky,marshall",21157.0,5.0
1037,"kentucky,martin",21159.0,5.0
1038,"kentucky,mason",21161.0,5.0
1039,"kentucky,meade",21163.0,5.0
1040,"kentucky,menifee",21165.0,5.0
1041,"kentucky,mercer",21167.0,5.0
1042,"kentucky,metcalfe",21169.0,5.0
1043,"kentucky,monroe",21171.0,5.0
1044,"kentucky,montgomery",21173.0,5.0
1045,"kentucky,morgan",21175.0,5.0
1046,"kentucky,muhlenberg",21177.0,5.0
1047,"kentucky,nelson",21179.0,5.0
1048,"kentucky,nicholas",21181.0,
1049,"kentucky,ohio",21183.0,5.0
1050,"kentucky,oldham",21185.0,3.0
1051,"kentucky,owen",21187.0,5.0
1052,"kentucky,owsley",21189.0,5.0
1053,"kentucky,pendleton",21191.0,5.0
1054,"kentucky,perry",21193.0,5.0
1055,"kentucky,pike",21195.0,5.0
1056,"kentucky,powell",21197.0,
1057,"kentucky,pulaski",21199.0,5.0
1058,"kentucky,robertson",21201.0,5.0
1059,"kentucky,rockcastle",21203.0,5.0
1060,"kentucky,rowan",21205.0,5.0
1061,"kentucky,russell",21207.0,5.0
1062,"kentucky,scott",21209.0,3.0
1063,"kentucky,shelby",21211.0,4.0
1064,"kentucky,simpson",21213.0,5.0
1065,"kentucky,spencer",21215.0,
1066,"kentucky,taylor",21217.0,5.0
1067,"kentucky,todd",21219.0,5.0
1068,"kentucky,trigg",21221.0,5.0
1069,"kentucky,trimble",21223.0,
1070,"kentucky,union",21225.0,5.0
1071,"kentucky,warren",21227.0,4.0
1072,"kentucky,washington",21229.0,3.0
1073,"kentucky,wayne",21231.0,5.0
1074,"kentucky,webster",21233.0,5.0
1075,"kentucky,whitley",21235.0,5.0
1076,"kentucky,wolfe",21237.0,5.0
1077,"kentucky,woodford",21239.0,3.0
1078,"louisiana,acadia",22001.0,4.0
1079,"louisiana,allen",22003.0,3.0
1080,"louisiana,ascension",22005.0,3.0
1081,"louisiana,assumption",22007.0,4.0
1082,"louisiana,avoyelles",22009.0,5.0
1083,"louisiana,beauregard",22011.0,4.0
1084,"louisiana,bienville",22013.0,5.0
1085,"louisiana,bossier",22015.0,4.0
1086,"louisiana,caddo",22017.0,3.0
1087,"louisiana,calcasieu",22019.0,4.0
1088,"louisiana,caldwell",22021.0,
1089,"louisiana,cameron",22023.0,
1090,"louisiana,catahoula",22025.0,5.0
1091,"louisiana,claiborne",22027.0,4.0
1092,"louisiana,concordia",22029.0,4.0
1093,"louisiana,de soto",22031.0,4.0
1094,"louisiana,east baton rouge",22033.0,3.0
1095,"louisiana,east carroll",22035.0,5.0
1096,"louisiana,east feliciana",22037.0,2.0
1097,"louisiana,evangeline",22039.0,4.0
1098,"louisiana,franklin",22041.0,4.0
1099,"louisiana,grant",22043.0,5.0
1100,"louisiana,iberia",22045.0,3.0
1101,"louisiana,iberville",22047.0,3.0
1102,"louisiana,jackson",22049.0,4.0
1103,"louisiana,jefferson",22051.0,3.0
1104,"louisiana,jefferson davis",22053.0,4.0
1105,"louisiana,lafayette",22055.0,4.0
1106,"louisiana,lafourche",22057.0,4.0
1107,"louisiana,la salle",22059.0,5.0
1108,"louisiana,lincoln",22061.0,4.0
1109,"louisiana,livingston",22063.0,5.0
1110,"louisiana,madison",22065.0,4.0
1111,"louisiana,morehouse",22067.0,4.0
1112,"louisiana,natchitoches",22069.0,4.0
1113,"louisiana,orleans",22071.0,3.0
1114,"louisiana,ouachita",22073.0,4.0
1115,"louisiana,plaquemines",22075.0,3.0
1116,"louisiana,pointe coupee",22077.0,
1117,"louisiana,rapides",22079.0,4.0
1118,"louisiana,red river",22081.0,5.0
1119,"louisiana,richland",22083.0,4.0
1120,"louisiana,sabine",22085.0,5.0
1121,"louisiana,st bernard",22087.0,4.0
1122,"louisiana,st charles",22089.0,3.0
1123,"louisiana,st helena",22091.0,4.0
1124,"louisiana,st james",22093.0,3.0
1125,"louisiana,st john the baptist",22095.0,3.0
1126,"louisiana,st landry",22097.0,4.0
1127,"louisiana,st martin:north",22099.0,4.0
1128,"louisiana,st martin:south",22100.0,
1129,"louisiana,st mary",22101.0,4.0
1130,"louisiana,st tammany",22103.0,3.0
1131,"louisiana,tangipahoa",22105.0,3.0
1132,"louisiana,tensas",22107.0,5.0
1133,"louisiana,terrebonne",22109.0,4.0
1134,"louisiana,union",22111.0,4.0
1135,"louisiana,vermilion",22113.0,4.0
1136,"louisiana,vernon",22115.0,5.0
1137,"louisiana,washington",22117.0,5.0
1138,"louisiana,webster",22119.0,4.0
1139,"louisiana,west baton rouge",22121.0,4.0
1140,"louisiana,west carroll",22123.0,4.0
1141,"louisiana,west feliciana",22125.0,
1142,"louisiana,winn",22127.0,4.0
1143,"maine,androscoggin",23001.0,3.0
1144,"maine,aroostook",23003.0,4.0
1145,"maine,cumberland",23005.0,3.0
1146,"maine,franklin",23007.0,2.0
1147,"maine,hancock",23009.0,3.0
1148,"maine,kennebec",23011.0,3.0
1149,"maine,knox",23013.0,4.0
1150,"maine,lincoln",23015.0,3.0
1151,"maine,oxford",23017.0,3.0
1152,"maine,penobscot",23019.0,3.0
1153,"maine,piscataquis",23021.0,4.0
1154,"maine,sagadahoc",23023.0,2.0
1155,"maine,somerset",23025.0,5.0
1156,"maine,waldo",23027.0,3.0
1157,"maine,washington",23029.0,5.0
1158,"maine,york",23031.0,3.0
1159,"maryland,allegany",24001.0,4.0
1160,"maryland,anne arundel",24003.0,3.0
1161,"maryland,baltimore",24005.0,3.0
1162,"maryland,calvert",24009.0,3.0
1163,"maryland,caroline",24011.0,4.0
1164,"maryland,carroll",24013.0,3.0
1165,"maryland,cecil",24015.0,4.0
1166,"maryland,charles",24017.0,3.0
1167,"maryland,dorchester",24019.0,3.0
1168,"maryland,frederick",24021.0,2.0
1169,"maryland,garrett",24023.0,3.0
1170,"maryland,harford",24025.0,3.0
1171,"maryland,howard",24027.0,1.0
1172,"maryland,kent",24029.0,3.0
1173,"maryland,montgomery",24031.0,1.0
1174,"maryland,prince georges",24033.0,1.0
1175,"maryland,queen annes",24035.0,3.0
1176,"maryland,st marys",24037.0,3.0
1177,"maryland,somerset",24039.0,4.0
1178,"maryland,talbot",24041.0,1.0
1179,"maryland,washington",24043.0,3.0
1180,"maryland,wicomico",24045.0,3.0
1181,"maryland,worcester",24047.0,3.0
1182,"maryland,baltimore city",24510.0,4.0
1183,"massachusetts,barnstable",25001.0,2.0
1184,"massachusetts,berkshire",25003.0,3.0
1185,"massachusetts,bristol",25005.0,3.0
1186,"massachusetts,dukes",25007.0,2.0
1187,"massachusetts,essex",25009.0,3.0
1188,"massachusetts,franklin",25011.0,1.0
1189,"massachusetts,hampden",25013.0,3.0
1190,"massachusetts,hampshire",25015.0,1.0
1191,"massachusetts,middlesex",25017.0,1.0
1192,"massachusetts,nantucket",25019.0,2.0
1193,"massachusetts,norfolk",25021.0,1.0
1194,"massachusetts,plymouth",25023.0,3.0
1195,"massachusetts,suffolk",25025.0,1.0
1196,"massachusetts,worcester",25027.0,3.0
1197,"michigan,alcona",26001.0,
1198,"michigan,alger",26003.0,
1199,"michigan,allegan",26005.0,1.0
1200,"michigan,alpena",26007.0,3.0
1201,"michigan,antrim",26009.0,2.0
1202,"michigan,arenac",26011.0,
1203,"michigan,baraga",26013.0,
1204,"michigan,barry",26015.0,3.0
1205,"michigan,bay",26017.0,4.0
1206,"michigan,benzie",26019.0,
1207,"michigan,berrien",26021.0,3.0
1208,"michigan,branch",26023.0,3.0
1209,"michigan,calhoun",26025.0,4.0
1210,"michigan,cass",26027.0,4.0
1211,"michigan,charlevoix",26029.0,3.0
1212,"michigan,cheboygan",26031.0,2.0
1213,"michigan,chippewa",26033.0,3.0
1214,"michigan,clare",26035.0,5.0
1215,"michigan,clinton",26037.0,1.0
1216,"michigan,crawford",26039.0,
1217,"michigan,delta",26041.0,2.0
1218,"michigan,dickinson",26043.0,2.0
1219,"michigan,eaton",26045.0,3.0
1220,"michigan,emmet",26047.0,3.0
1221,"michigan,genesee",26049.0,4.0
1222,"michigan,gladwin",26051.0,4.0
1223,"michigan,gogebic",26053.0,3.0
1224,"michigan,grand traverse",26055.0,3.0
1225,"michigan,gratiot",26057.0,3.0
1226,"michigan,hillsdale",26059.0,2.0
1227,"michigan,houghton",26061.0,1.0
1228,"michigan,huron",26063.0,3.0
1229,"michigan,ingham",26065.0,2.0
1230,"michigan,ionia",26067.0,3.0
1231,"michigan,iosco",26069.0,4.0
1232,"michigan,iron",26071.0,2.0
1233,"michigan,isabella",26073.0,3.0
1234,"michigan,jackson",26075.0,3.0
1235,"michigan,kalamazoo",26077.0,2.0
1236,"michigan,kalkaska",26079.0,5.0
1237,"michigan,kent",26081.0,2.0
1238,"michigan,keweenaw",26083.0,
1239,"michigan,lake",26085.0,
1240,"michigan,lapeer",26087.0,3.0
1241,"michigan,leelanau",26089.0,
1242,"michigan,lenawee",26091.0,2.0
1243,"michigan,livingston",26093.0,1.0
1244,"michigan,luce",26095.0,
1245,"michigan,mackinac",26097.0,
1246,"michigan,macomb",26099.0,2.0
1247,"michigan,manistee",26101.0,2.0
1248,"michigan,marquette",26103.0,3.0
1249,"michigan,mason",26105.0,4.0
1250,"michigan,mecosta",26107.0,4.0
1251,"michigan,menominee",26109.0,2.0
1252,"michigan,midland",26111.0,3.0
1253,"michigan,missaukee",26113.0,
1254,"michigan,monroe",26115.0,3.0
1255,"michigan,montcalm",26117.0,4.0
1256,"michigan,montmorency",26119.0,
1257,"michigan,muskegon",26121.0,4.0
1258,"michigan,newaygo",26123.0,4.0
1259,"michigan,oakland",26125.0,2.0
1260,"michigan,oceana",26127.0,5.0
1261,"michigan,ogemaw",26129.0,4.0
1262,"michigan,ontonagon",26131.0,
1263,"michigan,osceola",26133.0,3.0
1264,"michigan,oscoda",26135.0,
1265,"michigan,otsego",26137.0,2.0
1266,"michigan,ottawa",26139.0,2.0
1267,"michigan,presque isle",26141.0,1.0
1268,"michigan,roscommon",26143.0,4.0
1269,"michigan,saginaw",26145.0,3.0
1270,"michigan,st clair",26147.0,4.0
1271,"michigan,st joseph",26149.0,4.0
1272,"michigan,sanilac",26151.0,2.0
1273,"michigan,schoolcraft",26153.0,
1274,"michigan,shiawassee",26155.0,4.0
1275,"michigan,tuscola",26157.0,3.0
1276,"michigan,van buren",26159.0,3.0
1277,"michigan,washtenaw",26161.0,1.0
1278,"michigan,wayne",26163.0,3.0
1279,"michigan,wexford",26165.0,4.0
1280,"minnesota,aitkin",27001.0,1.0
1281,"minnesota,anoka",27003.0,1.0
1282,"minnesota,becker",27005.0,1.0
1283,"minnesota,beltrami",27007.0,1.0
1284,"minnesota,benton",27009.0,1.0
1285,"minnesota,big stone",27011.0,
1286,"minnesota,blue earth",27013.0,1.0
1287,"minnesota,brown",27015.0,2.0
1288,"minnesota,carlton",27017.0,1.0
1289,"minnesota,carver",27019.0,1.0
1290,"minnesota,cass",27021.0,1.0
1291,"minnesota,chippewa",27023.0,
1292,"minnesota,chisago",27025.0,1.0
1293,"minnesota,clay",27027.0,1.0
1294,"minnesota,clearwater",27029.0,1.0
1295,"minnesota,cook",27031.0,
1296,"minnesota,cottonwood",27033.0,
1297,"minnesota,crow wing",27035.0,1.0
1298,"minnesota,dakota",27037.0,1.0
1299,"minnesota,dodge",27039.0,1.0
1300,"minnesota,douglas",27041.0,1.0
1301,"minnesota,faribault",27043.0,
1302,"minnesota,fillmore",27045.0,1.0
1303,"minnesota,freeborn",27047.0,3.0
1304,"minnesota,goodhue",27049.0,3.0
1305,"minnesota,grant",27051.0,
1306,"minnesota,hennepin",27053.0,1.0
1307,"minnesota,houston",27055.0,1.0
1308,"minnesota,hubbard",27057.0,1.0
1309,"minnesota,isanti",27059.0,1.0
1310,"minnesota,itasca",27061.0,1.0
1311,"minnesota,jackson",27063.0,1.0
1312,"minnesota,kanabec",27065.0,1.0
1313,"minnesota,kandiyohi",27067.0,1.0
1314,"minnesota,kittson",27069.0,
1315,"minnesota,koochiching",27071.0,1.0
1316,"minnesota,lac qui parle",27073.0,
1317,"minnesota,lake",27075.0,2.0
1318,"minnesota,lake of the woods",27077.0,
1319,"minnesota,le sueur",27079.0,1.0
1320,"minnesota,lincoln",27081.0,
1321,"minnesota,lyon",27083.0,1.0
1322,"minnesota,mcleod",27085.0,1.0
1323,"minnesota,mahnomen",27087.0,3.0
1324,"minnesota,marshall",27089.0,
1325,"minnesota,martin",27091.0,1.0
1326,"minnesota,meeker",27093.0,1.0
1327,"minnesota,mille lacs",27095.0,1.0
1328,"minnesota,morrison",27097.0,1.0
1329,"minnesota,mower",27099.0,1.0
1330,"minnesota,murray",27101.0,
1331,"minnesota,nicollet",27103.0,1.0
1332,"minnesota,nobles",27105.0,1.0
1333,"minnesota,norman",27107.0,
1334,"minnesota,olmsted",27109.0,1.0
1335,"minnesota,otter tail",27111.0,1.0
1336,"minnesota,pennington",27113.0,1.0
1337,"minnesota,pine",27115.0,1.0
1338,"minnesota,pipestone",27117.0,
1339,"minnesota,polk",27119.0,2.0
1340,"minnesota,pope",27121.0,1.0
1341,"minnesota,ramsey",27123.0,1.0
1342,"minnesota,red lake",27125.0,
1343,"minnesota,redwood",27127.0,1.0
1344,"minnesota,renville",27129.0,
1345,"minnesota,rice",27131.0,1.0
1346,"minnesota,rock",27133.0,
1347,"minnesota,roseau",27135.0,
1348,"minnesota,st louis",27137.0,2.0
1349,"minnesota,scott",27139.0,1.0
1350,"minnesota,sherburne",27141.0,1.0
1351,"minnesota,sibley",27143.0,
1352,"minnesota,stearns",27145.0,1.0
1353,"minnesota,steele",27147.0,
1354,"minnesota,stevens",27149.0,
1355,"minnesota,swift",27151.0,
1356,"minnesota,todd",27153.0,1.0
1357,"minnesota,traverse",27155.0,
1358,"minnesota,wabasha",27157.0,1.0
1359,"minnesota,wadena",27159.0,
1360,"minnesota,waseca",27161.0,
1361,"minnesota,washington",27163.0,1.0
1362,"minnesota,watonwan",27165.0,
1363,"minnesota,wilkin",27167.0,
1364,"minnesota,winona",27169.0,1.0
1365,"minnesota,wright",27171.0,1.0
1366,"minnesota,yellow medicine",27173.0,1.0
1367,"mississippi,adams",28001.0,4.0
1368,"mississippi,alcorn",28003.0,5.0
1369,"mississippi,amite",28005.0,2.0
1370,"mississippi,attala",28007.0,2.0
1371,"mississippi,benton",28009.0,
1372,"mississippi,bolivar",28011.0,4.0
1373,"mississippi,calhoun",28013.0,4.0
1374,"mississippi,carroll",28015.0,5.0
1375,"mississippi,chickasaw",28017.0,2.0
1376,"mississippi,choctaw",28019.0,3.0
1377,"mississippi,claiborne",28021.0,4.0
1378,"mississippi,clarke",28023.0,4.0
1379,"mississippi,clay",28025.0,3.0
1380,"mississippi,coahoma",28027.0,5.0
1381,"mississippi,copiah",28029.0,5.0
1382,"mississippi,covington",28031.0,5.0
1383,"mississippi,de soto",28033.0,4.0
1384,"mississippi,forrest",28035.0,4.0
1385,"mississippi,franklin",28037.0,5.0
1386,"mississippi,george",28039.0,5.0
1387,"mississippi,greene",28041.0,5.0
1388,"mississippi,grenada",28043.0,5.0
1389,"mississippi,hancock",28045.0,5.0
1390,"mississippi,harrison",28047.0,5.0
1391,"mississippi,hinds",28049.0,3.0
1392,"mississippi,holmes",28051.0,5.0
1393,"mississippi,humphreys",28053.0,4.0
1394,"mississippi,issaquena",28055.0,
1395,"mississippi,itawamba",28057.0,5.0
1396,"mississippi,jackson",28059.0,4.0
1397,"mississippi,jasper",28061.0,4.0
1398,"mississippi,jefferson",28063.0,4.0
1399,"mississippi,jefferson davis",28065.0,5.0
